Call_Number,SiteCode,Latitude,Longitude,Date,Year,Cape,Zone,Transect,Quadrat,SubstrateType,TotalUrchins,PittedUrchins,CreviceUrchins,OpenUrchins,JuvenileUrchins,PittedJuveniles,RecruitUrchins,RedUrchins,EmptyPits,PitsPresent,UrchinSize1,UrchinSize2,UrchinSize3,UrchinSize4,UrchinSize5,Attached red drift ,Attached brown drift ,Attached green drift ,Attached phyllospadix drift,Attached other drift,TotalAttachedDrift,Algae holdfasts,Understory algae,Emphermal Greens ,Surfgrass rhizomes ,Coralline crusts,Red and Brown crusts,Sessile invertebrates  ,Sand and Cobble,Bare rock,Total primary cover (must equal 100%),Urchin cover,Available bare rock,Egregia,Hedophyllum,Mastocarpus,Laminaria,Alaria,Mazzaella,Costaria,Phyllospadix (Surfgrass),Nereocystis,Pyropia,Lessoniopsis,Fucus,Stephanocystis,Desmerestia ,Red Blade (Opuntaela),Erhythophyllum (red blade),Chondracanthus (turkish towel),Prionitis,Unknown or Other,Diatom,Total Canopy
BB_2025_AZ_2_3,BB,44.8303,-124.0607,7/10/25,2025,CF,AZ,2,3,VB,0,0,0,0,0,NA,0,0,1,1,,,,,,,,,,,,2,40,30,1,11,8,3,0.1,5,100,0,5,,35,,,,,,11,,,,,,,,,,,,,46
BB_2025_AZ_2_4,BB,44.8303,-124.0607,7/10/25,2025,CF,AZ,2,4,VD,0,0,0,0,0,NA,0,0,0,0,,,,,,,,,,,,7,0,6,0,12,3,3,60,9,100,0,9,6,56,,,,6,,,,,,,,,,,,,,,68
BB_2025_AZ_2_5,BB,44.8303,-124.0607,7/10/25,2025,CF,AZ,2,5,W,1,1,0,0,0,NA,0,0,0,1,,,,,,,,,,,,1,20,22,0,16,13,0,15,13,100,0,13,,,,,,,,,,,,,,,,,,,,,0
BB_2025_UPZ_1_1,BB,44.8303,-124.0607,7/10/25,2025,CF,UPZ,1,1,VB,39,35,0,4,2,NA,0,0,0,35,,,,,,,,,,,,2,81,0,0,11,2,0.1,0,4,100,22,-18,,,,,,2,,1,,,,,,,,,,,,,3
BB_2025_UPZ_1_2,BB,44.8303,-124.0607,7/10/25,2025,CF,UPZ,1,2,VB,23,23,0,0,2,NA,0,0,2,25,,,,,,,,,,,,7,31,0,0,22,4,0,0,36,100,10,26,,66,,,,1,,,,,,,,,,,,,,,67
BB_2025_UPZ_1_3,BB,44.8303,-124.0607,7/10/25,2025,CF,UPZ,1,3,VB,15,3,3,9,1,NA,0,0,0,3,,,,,,,,,,,,1,16,0,6,8,2,0.1,7,60,100,12,48,,,,,,8,,14,,,,,,,,,,,,,22
BB_2025_UPZ_1_4,BB,44.8303,-124.0607,7/10/25,2025,CF,UPZ,1,4,VB,59,59,0,0,4,NA,0,0,0,59,,,,,,,,,,,,0.1,28,0,0,43,3,1,0,25,100,39,-14,,,,,,,1,,,,,,,,,,,,,,1
BB_2025_UPZ_1_5,BB,44.8303,-124.0607,7/10/25,2025,CF,UPZ,1,5,VB,33,23,0,5,1,NA,0,0,2,30,,,,,,,,,,,,0.1,73,0,0.1,10,2,15,0.1,0.1,100,17,-17,,,,,,1,,1,,,,,,,,,,,,,2
BB_2025_UPZ_2_1,BB,44.8303,-124.0607,7/10/25,2025,CF,UPZ,2,1,FB,5,4,0,1,0,NA,0,0,11,15,,,,,,,,,,,,0.1,17,0,21,1,0.1,0,58,3,100,2,1,,,,,,0.1,,49,,,,,,,,,,,,,49.1
BB_2025_UPZ_2_2,BB,44.8303,-124.0607,7/10/25,2025,CF,UPZ,2,2,FB,18,18,0,0,6,NA,0,0,3,21,,,,,,,,,,,,1,45,1,0,16,2,0.1,0,35,100,9,26,1,14,,,,2,,,,,,,,,,,,,,,17
BB_2025_UPZ_2_3,BB,44.8303,-124.0607,7/10/25,2025,CF,UPZ,2,3,FB,13,13,0,0,0,NA,0,0,6,19,,,,,,,,,,,,2,61,6,0,12,2,0,0,17,100,10,7,,9,,,,1,,,,,,,,,,,,,,,10
BB_2025_UPZ_2_4,BB,44.8303,-124.0607,7/10/25,2025,CF,UPZ,2,4,FB,28,28,0,0,1,NA,0,0,1,29,,,,,,,,,,,,0.1,30,0.1,0,6,0.1,1,0.1,63,100,19,44,,0.1,,,,,,,,,,,,,,,,,,,0.1
BB_2025_UPZ_2_5,BB,44.8303,-124.0607,7/10/25,2025,CF,UPZ,2,5,FB,3,3,0,0,0,NA,0,0,2,5,,,,,,,,,,,,5,82,0,0,7,2,0.1,0.1,4,100,1,3,8,57,,,,5,,,,,,,,,,,,,,,70
BB_2025_NPZ_1_1,BB,44.8303,-124.0607,7/10/25,2025,CF,NPZ,1,1,VD,8,0,8,0,0,NA,0,0,0,0,7.3,5.5,2.7,5.8,7.5,,,,,,,0.1,24,11,0,11,8,0,6,40,100,8,32,1,3,,,,,,,,,,,,,,,,,,,4
BB_2025_NPZ_1_2,BB,44.8303,-124.0607,7/10/25,2025,CF,NPZ,1,2,VD,4,0,3,1,0,NA,0,0,0,0,6.9,5.8,6.6,NA,NA,,,,,,,1,22,16,0,8,3,1,39,10,100,2,8,9,15,,,,1,,0.1,,,,5,,,,,,,,,30.1
BB_2025_NPZ_1_3,BB,44.8303,-124.0607,7/10/25,2025,CF,NPZ,1,3,VD,15,0,11,4,0,NA,0,0,0,0,7.3,7.6,7.8,7.2,6.9,,,,,,,0,8,2,0,2,5,0,0.1,83,100,11,72,,,,,,,,,,,,,,,,,,,,,0
BB_2025_NPZ_1_4,BB,44.8303,-124.0607,7/10/25,2025,CF,NPZ,1,4,VD,14,0,14,0,0,NA,0,0,0,0,7.8,6.9,6.4,7.3,6.5,,,,,,,2,2,2,0,28,2,0.1,0,64,100,1,63,,14,,,,1,,,,,,,,,,,,,,,15
BB_2025_NPZ_1_5,BB,44.8303,-124.0607,7/10/25,2025,CF,NPZ,1,5,VD,3,0,2,1,1,NA,0,0,0,0,6.4,7,6.5,6.9,6.6,,,,,,,0,0,0.1,0,27,3,0.1,0,70,100,2,68,,4,,,,,,,,,,,,,,,,,,,4
BB_2025_NPZ_2_1,BB,44.8303,-124.0607,7/10/25,2025,CF,NPZ,2,1,VD,34,0,30,4,0,NA,0,0,0,0,6.8,7.9,7,7.2,7.1,,,,,,,0,0,0,0,29,3,4,0,64,100,16,48,,,,,,,,,,,,,,,,,,,,,0
BB_2025_NPZ_2_2,BB,44.8303,-124.0607,7/10/25,2025,CF,NPZ,2,2,VD,16,0,2,14,0,NA,0,0,0,0,7.4,7.6,5.5,6.6,6.8,,,,,,,4,55,2,0,26,4,0.1,0,9,100,8,1,,,,,,15,,,,,,,,,,,,,,,15
BB_2025_NPZ_2_3,BB,44.8303,-124.0607,7/10/25,2025,CF,NPZ,2,3,VD,0,0,0,0,0,NA,0,0,0,0,,,,,,,,,,,,0.1,86,0,0,9,1,0,0,4,100,0,4,,,,,,5,,,,,,,,,,,,,,,5
BB_2025_NPZ_2_4,BB,44.8303,-124.0607,7/10/25,2025,CF,NPZ,2,4,VD,0,0,0,0,0,NA,0,0,0,0,,,,,,,,,,,,15,16,0,0,12,4,0,10,43,100,0,43,,,,,75,,,,,,,,,,,,6,,,,81
BB_2025_NPZ_2_5,BB,44.8303,-124.0607,7/10/25,2025,CF,NPZ,2,5,VD,0,0,0,0,0,NA,0,0,0,0,,,,,,,,,,,,5,16,0,0,15,0,0.1,0,64,100,0,64,2,62,,,2,3,,,,,,,,,,,,,,,69
